Modulus of elasticity – Inner – Warp (MPa),Modulus of elasticity – Inner – Weft (MPa),Shear modulus - Inner (MPa),Modulus of elasticity – Outer – Warp (MPa),Modulus of elasticity – Outer – Weft (MPa),Shear modulus - Outer (MPa),Friction coefficient,Excess Length (m)
180,340,3.88,180,300,6.62,0.2,0.188
180,340,3.88,180,300,8,0.1,0.075
180,340,3.88,180,300,8,0.2,0.048
180,340,3.88,180,70,1.3,0.1,0.037
180,340,3.88,180,70,1.3,0.2,0.072
180,340,3.88,180,70,1.79,0.1,-0.003
100,180,4.812,70,103,6.62,0.1,0.253
180,340,3.88,180,70,1.79,0.2,-0.003
180,340,3.88,180,70,6.62,0.1,-0.001
180,340,3.88,180,70,6.62,0.2,0.26
180,340,3.88,180,70,8,0.1,-0.01
180,340,3.88,180,70,8,0.2,0.032
180,340,3.88,70,103,1.3,0.1,-0.056
180,340,3.88,70,103,1.3,0.2,0.002
180,340,3.88,70,103,1.79,0.1,-0.081
180,340,3.88,70,103,1.79,0.2,0.013
180,340,3.88,70,103,6.62,0.1,-0.058
100,180,4.812,70,103,6.62,0.2,0.294
180,340,3.88,70,103,6.62,0.2,-0.041
180,340,3.88,70,103,8,0.1,-0.073
180,340,3.88,70,103,8,0.2,0.026
180,340,3.88,70,250,1.3,0.1,-0.042
180,340,3.88,70,250,1.3,0.2,-0.222
180,340,3.88,70,250,1.79,0.1,0.006
180,340,3.88,70,250,1.79,0.2,-0.142
180,340,3.88,70,250,6.62,0.1,0.037
180,340,3.88,70,250,6.62,0.2,-0.09
180,340,3.88,70,250,8,0.1,0.064
100,180,4.812,70,103,8,0.1,0.149
180,340,3.88,70,250,8,0.2,-0.009
180,340,3.88,70,300,1.3,0.1,-0.064
180,340,3.88,70,300,1.3,0.2,-0.1
180,340,3.88,70,300,1.79,0.1,-0.037
180,340,3.88,70,300,1.79,0.2,-0.33
180,340,3.88,70,300,6.62,0.1,-0.035
180,340,3.88,70,300,6.62,0.2,-0.038
180,340,3.88,70,300,8,0.1,-0.034
180,340,3.88,70,300,8,0.2,-0.434
180,340,3.88,70,70,1.3,0.1,-0.106
100,180,4.812,70,103,8,0.2,0.396
180,340,3.88,70,70,1.3,0.2,-0.059
180,340,3.88,70,70,1.79,0.1,-0.077
180,340,3.88,70,70,1.79,0.2,-0.042
180,340,3.88,70,70,6.62,0.1,-0.04
180,340,3.88,70,70,6.62,0.2,-0.014
180,340,3.88,70,70,8,0.1,-0.109
180,340,3.88,70,70,8,0.2,-0.013
180,340,3.88,90,103,1.3,0.1,-0.055
180,340,3.88,90,103,1.3,0.2,-0.02
180,340,3.88,90,103,1.79,0.1,-0.049
100,180,4.812,70,250,1.3,0.1,0.219
100,180,2.807,150,70,8,0.2,0.344
180,340,3.88,90,103,1.79,0.2,-0.019
180,340,3.88,90,103,6.62,0.1,-0.066
180,340,3.88,90,103,6.62,0.2,0.008
180,340,3.88,90,103,8,0.1,-0.039
180,340,3.88,90,103,8,0.2,-0.044
180,340,3.88,90,250,1.3,0.1,-0.052
180,340,3.88,90,250,1.3,0.2,0.03
180,340,3.88,90,250,1.79,0.1,0.017
180,340,3.88,90,250,1.79,0.2,0.009
180,340,3.88,90,250,6.62,0.1,0.07
100,180,4.812,70,250,1.3,0.2,0.141
180,340,3.88,90,250,6.62,0.2,0.009
180,340,3.88,90,250,8,0.1,-0.041
180,340,3.88,90,250,8,0.2,-0.138
180,340,3.88,90,300,1.3,0.1,-0.021
180,340,3.88,90,300,1.3,0.2,-0.014
180,340,3.88,90,300,1.79,0.1,-0.003
180,340,3.88,90,300,1.79,0.2,0.045
180,340,3.88,90,300,6.62,0.1,-0.008
180,340,3.88,90,300,6.62,0.2,-0.022
180,340,3.88,90,300,8,0.1,0.024
100,180,4.812,70,250,1.79,0.1,0.157
180,340,3.88,90,300,8,0.2,-0.136
180,340,3.88,90,70,1.3,0.1,-0.043
180,340,3.88,90,70,1.3,0.2,-0.03
180,340,3.88,90,70,1.79,0.1,-0.084
180,340,3.88,90,70,1.79,0.2,0.043
180,340,3.88,90,70,6.62,0.1,-0.098
180,340,3.88,90,70,6.62,0.2,0.038
180,340,3.88,90,70,8,0.1,-0.062
180,340,3.88,90,70,8,0.2,0.138
180,340,4.812,150,103,1.3,0.1,-0.039
100,180,4.812,70,250,1.79,0.2,0.462
180,340,4.812,150,103,1.3,0.2,0.002
180,340,4.812,150,103,1.79,0.1,-0.038
180,340,4.812,150,103,1.79,0.2,0.129
180,340,4.812,150,103,6.62,0.1,-0.009
180,340,4.812,150,103,6.62,0.2,-0.017
180,340,4.812,150,103,8,0.1,-0.022
180,340,4.812,150,103,8,0.2,0.051
180,340,4.812,150,250,1.3,0.1,-0.039
180,340,4.812,150,250,1.3,0.2,0.123
180,340,4.812,150,250,1.79,0.1,0.024
100,180,4.812,70,250,6.62,0.1,0.11
180,340,4.812,150,250,1.79,0.2,0.02
180,340,4.812,150,250,6.62,0.1,-0.033
180,340,4.812,150,250,6.62,0.2,0.039
180,340,4.812,150,250,8,0.1,-0.037
180,340,4.812,150,250,8,0.2,0.111
180,340,4.812,150,300,1.3,0.1,0.055
180,340,4.812,150,300,1.3,0.2,0.054
180,340,4.812,150,300,1.79,0.1,0.013
180,340,4.812,150,300,1.79,0.2,0.072
180,340,4.812,150,300,6.62,0.1,-0.023
100,180,4.812,70,250,6.62,0.2,0.375
180,340,4.812,150,300,6.62,0.2,-0.036
180,340,4.812,150,300,8,0.1,0.117
180,340,4.812,150,300,8,0.2,0.029
180,340,4.812,150,70,1.3,0.1,-0.017
180,340,4.812,150,70,1.3,0.2,0.048
180,340,4.812,150,70,1.79,0.1,-0.037
180,340,4.812,150,70,1.79,0.2,-0.062
180,340,4.812,150,70,6.62,0.1,-0.059
180,340,4.812,150,70,6.62,0.2,0.076
180,340,4.812,150,70,8,0.1,-0.052
100,180,4.812,70,250,8,0.1,0.115
180,340,4.812,150,70,8,0.2,0.023
180,340,4.812,180,103,1.3,0.1,0.006
180,340,4.812,180,103,1.3,0.2,0.04
180,340,4.812,180,103,1.79,0.1,-0.001
180,340,4.812,180,103,1.79,0.2,0.032
180,340,4.812,180,103,6.62,0.1,-0.031
180,340,4.812,180,103,6.62,0.2,0.02
180,340,4.812,180,103,8,0.1,-0.007
180,340,4.812,180,103,8,0.2,0.037
180,340,4.812,180,250,1.3,0.1,0.008
100,180,4.812,70,250,8,0.2,0.327
180,340,4.812,180,250,1.3,0.2,0.001
180,340,4.812,180,250,1.79,0.1,0.037
180,340,4.812,180,250,1.79,0.2,0.082
180,340,4.812,180,250,6.62,0.1,-0.015
180,340,4.812,180,250,6.62,0.2,0.089
180,340,4.812,180,250,8,0.1,0.035
180,340,4.812,180,250,8,0.2,0.04
180,340,4.812,180,300,1.3,0.1,0.053
180,340,4.812,180,300,1.3,0.2,0.08
180,340,4.812,180,300,1.79,0.1,0.035
100,180,4.812,70,300,1.3,0.1,0.154
180,340,4.812,180,300,1.79,0.2,0.011
180,340,4.812,180,300,6.62,0.1,0.1
180,340,4.812,180,300,6.62,0.2,0.086
180,340,4.812,180,300,8,0.1,0.046
180,340,4.812,180,300,8,0.2,0.009
180,340,4.812,180,70,1.3,0.1,0.015
180,340,4.812,180,70,1.3,0.2,0.036
180,340,4.812,180,70,1.79,0.1,0.021
180,340,4.812,180,70,1.79,0.2,0.043
180,340,4.812,180,70,6.62,0.1,-0.056
100,180,4.812,70,300,1.3,0.2,0.273
180,340,4.812,180,70,6.62,0.2,0.028
180,340,4.812,180,70,8,0.1,-0.025
180,340,4.812,180,70,8,0.2,0.054
180,340,4.812,70,103,1.3,0.1,-0.074
180,340,4.812,70,103,1.3,0.2,-0.017
180,340,4.812,70,103,1.79,0.1,-0.082
180,340,4.812,70,103,1.79,0.2,0.035
180,340,4.812,70,103,6.62,0.1,-0.102
180,340,4.812,70,103,6.62,0.2,0.095
180,340,4.812,70,103,8,0.1,-0.094
100,180,4.812,70,300,1.79,0.1,0.191
100,180,2.807,180,103,1.3,0.1,0.11
180,340,4.812,70,103,8,0.2,0.028
180,340,4.812,70,250,1.3,0.1,-0.053
180,340,4.812,70,250,1.3,0.2,0.001
180,340,4.812,70,250,1.79,0.1,-0.004
180,340,4.812,70,250,1.79,0.2,-0.124
180,340,4.812,70,250,6.62,0.1,-0.075
180,340,4.812,70,250,6.62,0.2,0.004
180,340,4.812,70,250,8,0.1,0.039
180,340,4.812,70,250,8,0.2,-0.252
180,340,4.812,70,300,1.3,0.1,-0.044
100,180,4.812,70,300,1.79,0.2,0.273
180,340,4.812,70,300,1.3,0.2,-0.199
180,340,4.812,70,300,1.79,0.1,-0.019
180,340,4.812,70,300,1.79,0.2,-0.242
180,340,4.812,70,300,6.62,0.1,-0.099
180,340,4.812,70,300,6.62,0.2,-0.282
180,340,4.812,70,300,8,0.1,0.077
180,340,4.812,70,300,8,0.2,0.009
180,340,4.812,70,70,1.3,0.1,-0.102
180,340,4.812,70,70,1.3,0.2,0.007
180,340,4.812,70,70,1.79,0.1,-0.04
100,180,4.812,70,300,6.62,0.1,0.066
180,340,4.812,70,70,1.79,0.2,-0.196
180,340,4.812,70,70,6.62,0.1,-0.07
180,340,4.812,70,70,6.62,0.2,-0.048
180,340,4.812,70,70,8,0.1,-0.113
180,340,4.812,70,70,8,0.2,-0.036
180,340,4.812,90,103,1.3,0.1,-0.151
180,340,4.812,90,103,1.3,0.2,-0.013
180,340,4.812,90,103,1.79,0.1,-0.052
180,340,4.812,90,103,1.79,0.2,-0.024
180,340,4.812,90,103,6.62,0.1,-0.077
100,180,4.812,70,300,6.62,0.2,0.394
180,340,4.812,90,103,6.62,0.2,0.011
180,340,4.812,90,103,8,0.1,-0.066
180,340,4.812,90,103,8,0.2,-0.088
180,340,4.812,90,250,1.3,0.1,0.035
180,340,4.812,90,250,1.3,0.2,0.065
180,340,4.812,90,250,1.79,0.1,-0.006
180,340,4.812,90,250,1.79,0.2,0.036
180,340,4.812,90,250,6.62,0.1,0.033
180,340,4.812,90,250,6.62,0.2,0.119
180,340,4.812,90,250,8,0.1,-0.008
100,180,4.812,70,300,8,0.1,0.228
180,340,4.812,90,250,8,0.2,-0.005
180,340,4.812,90,300,1.3,0.1,-0.032
180,340,4.812,90,300,1.3,0.2,-0.05
180,340,4.812,90,300,1.79,0.1,0.019
180,340,4.812,90,300,1.79,0.2,0.045
180,340,4.812,90,300,6.62,0.1,-0.006
180,340,4.812,90,300,6.62,0.2,-0.119
180,340,4.812,90,300,8,0.1,0.023
180,340,4.812,90,300,8,0.2,-0.158
180,340,4.812,90,70,1.3,0.1,-0.125
100,180,4.812,70,300,8,0.2,0.258
180,340,4.812,90,70,1.3,0.2,0.047
180,340,4.812,90,70,1.79,0.1,-0.063
180,340,4.812,90,70,1.79,0.2,-0.028
180,340,4.812,90,70,6.62,0.1,-0.096
180,340,4.812,90,70,6.62,0.2,-0.153
180,340,4.812,90,70,8,0.1,-0.091
180,340,4.812,90,70,8,0.2,0.045
100,180,4.812,70,70,1.3,0.1,0.156
100,180,4.812,70,70,1.3,0.2,0.299
100,180,4.812,70,70,1.79,0.1,0.018
100,180,4.812,70,70,1.79,0.2,0.33
100,180,4.812,70,70,6.62,0.1,0.267
100,180,2.807,180,103,1.3,0.2,0.27
100,180,4.812,70,70,6.62,0.2,0.234
100,180,4.812,70,70,8,0.1,0.148
100,180,4.812,70,70,8,0.2,0.309
100,180,4.812,90,103,1.3,0.1,0.211
100,180,4.812,90,103,1.3,0.2,0.497
100,180,4.812,90,103,1.79,0.1,0.053
100,180,4.812,90,103,1.79,0.2,0.449
100,180,4.812,90,103,6.62,0.1,0.234
100,180,4.812,90,103,6.62,0.2,0.283
100,180,4.812,90,103,8,0.1,0.28
100,180,2.807,180,103,1.79,0.1,0.036
100,180,4.812,90,103,8,0.2,0.435
100,180,4.812,90,250,1.3,0.1,0.329
100,180,4.812,90,250,1.3,0.2,0.486
100,180,4.812,90,250,1.79,0.1,0.251
100,180,4.812,90,250,1.79,0.2,0.338
100,180,4.812,90,250,6.62,0.1,0.315
100,180,4.812,90,250,6.62,0.2,0.193
100,180,4.812,90,250,8,0.1,0.357
100,180,4.812,90,250,8,0.2,0.273
100,180,4.812,90,300,1.3,0.1,0.168
100,180,2.807,180,103,1.79,0.2,0.331
100,180,4.812,90,300,1.3,0.2,0.389
100,180,4.812,90,300,1.79,0.1,0.207
100,180,4.812,90,300,1.79,0.2,0.281
100,180,4.812,90,300,6.62,0.1,0.346
100,180,4.812,90,300,6.62,0.2,0.304
100,180,4.812,90,300,8,0.1,0.176
100,180,4.812,90,300,8,0.2,0.469
100,180,4.812,90,70,1.3,0.1,0.367
100,180,4.812,90,70,1.3,0.2,0.369
100,180,4.812,90,70,1.79,0.1,0.193
100,180,2.807,180,103,6.62,0.1,-0.12
100,180,4.812,90,70,1.79,0.2,0.436
100,180,4.812,90,70,6.62,0.1,0.24
100,180,4.812,90,70,6.62,0.2,0.455
100,180,4.812,90,70,8,0.1,0.164
100,180,4.812,90,70,8,0.2,0.193
100,260,2.807,150,103,1.3,0.1,0.382
100,260,2.807,150,103,1.3,0.2,0.452
100,260,2.807,150,103,1.79,0.1,0.336
100,260,2.807,150,103,1.79,0.2,0.411
100,260,2.807,150,103,6.62,0.1,0.359
100,180,2.807,180,103,6.62,0.2,0.29
100,260,2.807,150,103,6.62,0.2,0.413
100,260,2.807,150,103,8,0.1,0.289
100,260,2.807,150,103,8,0.2,0.505
100,260,2.807,150,250,1.3,0.1,0.298
100,260,2.807,150,250,1.3,0.2,0.335
100,260,2.807,150,250,1.79,0.1,0.293
100,260,2.807,150,250,1.79,0.2,0.304
100,260,2.807,150,250,6.62,0.1,0.356
100,260,2.807,150,250,6.62,0.2,0.432
100,260,2.807,150,250,8,0.1,0.299
100,180,2.807,180,103,8,0.1,0.003
100,180,2.807,150,103,1.79,0.1,0.272
100,260,2.807,150,250,8,0.2,0.453
100,260,2.807,150,300,1.3,0.1,0.279
100,260,2.807,150,300,1.3,0.2,0.509
100,260,2.807,150,300,1.79,0.1,0.3
100,260,2.807,150,300,1.79,0.2,0.347
100,260,2.807,150,300,6.62,0.1,0.25
100,260,2.807,150,300,6.62,0.2,0.452
100,260,2.807,150,300,8,0.1,0.28
100,260,2.807,150,300,8,0.2,0.407
100,260,2.807,150,70,1.3,0.1,0.359
100,180,2.807,180,103,8,0.2,0.167
100,260,2.807,150,70,1.3,0.2,0.472
100,260,2.807,150,70,1.79,0.1,0.262
100,260,2.807,150,70,1.79,0.2,0.486
100,260,2.807,150,70,6.62,0.1,0.2
100,260,2.807,150,70,6.62,0.2,0.383
100,260,2.807,150,70,8,0.1,0.289
100,260,2.807,150,70,8,0.2,0.473
100,260,2.807,180,103,1.3,0.1,-0.094
100,260,2.807,180,103,1.3,0.2,0.092
100,260,2.807,180,103,1.79,0.1,-0.076
100,180,2.807,180,250,1.3,0.1,0.201
100,260,2.807,180,103,1.79,0.2,0.061
100,260,2.807,180,103,6.62,0.1,-0.068
100,260,2.807,180,103,6.62,0.2,0.082
100,260,2.807,180,103,8,0.1,-0.004
100,260,2.807,180,103,8,0.2,0.216
100,260,2.807,180,250,1.3,0.1,-0.066
100,260,2.807,180,250,1.3,0.2,0.056
100,260,2.807,180,250,1.79,0.1,-0.091
100,260,2.807,180,250,1.79,0.2,-0.024
100,260,2.807,180,250,6.62,0.1,-0.009
100,180,2.807,180,250,1.3,0.2,0.154
100,260,2.807,180,250,6.62,0.2,0.039
100,260,2.807,180,250,8,0.1,0.008
100,260,2.807,180,250,8,0.2,-0.073
100,260,2.807,180,300,1.3,0.1,-0.05
100,260,2.807,180,300,1.3,0.2,0.207
100,260,2.807,180,300,1.79,0.1,-0.026
100,260,2.807,180,300,1.79,0.2,0.088
100,260,2.807,180,300,6.62,0.1,-0.015
100,260,2.807,180,300,6.62,0.2,0.47
100,260,2.807,180,300,8,0.1,-0.032
100,180,2.807,180,250,1.79,0.1,-0.001
100,260,2.807,180,300,8,0.2,0.057
100,260,2.807,180,70,1.3,0.1,0.013
100,260,2.807,180,70,1.3,0.2,0.246
100,260,2.807,180,70,1.79,0.1,0.133
100,260,2.807,180,70,1.79,0.2,0.189
100,260,2.807,180,70,6.62,0.1,0.069
100,260,2.807,180,70,6.62,0.2,0.308
100,260,2.807,180,70,8,0.1,-0.1
100,260,2.807,180,70,8,0.2,0.273
100,260,2.807,70,103,1.3,0.1,0.148
100,180,2.807,180,250,1.79,0.2,0.173
100,260,2.807,70,103,1.3,0.2,0.402
100,260,2.807,70,103,1.79,0.1,-0.029
100,260,2.807,70,103,1.79,0.2,0.392
100,260,2.807,70,103,6.62,0.1,0.079
100,260,2.807,70,103,6.62,0.2,0.376
100,260,2.807,70,103,8,0.1,-0.047
100,260,2.807,70,103,8,0.2,0.295
100,260,2.807,70,250,1.3,0.1,0.028
100,260,2.807,70,250,1.3,0.2,0.454
100,260,2.807,70,250,1.79,0.1,0.018
100,180,2.807,180,250,6.62,0.1,-0.111
100,260,2.807,70,250,1.79,0.2,0.379
100,260,2.807,70,250,6.62,0.1,0.118
100,260,2.807,70,250,6.62,0.2,0.279
100,260,2.807,70,250,8,0.1,0.154
100,260,2.807,70,250,8,0.2,0.44
100,260,2.807,70,300,1.3,0.1,0.092
100,260,2.807,70,300,1.3,0.2,0.318
100,260,2.807,70,300,1.79,0.1,0.049
100,260,2.807,70,300,1.79,0.2,0.341
100,260,2.807,70,300,6.62,0.1,-0.028
100,180,2.807,180,250,6.62,0.2,0.203
100,260,2.807,70,300,6.62,0.2,0.351
100,260,2.807,70,300,8,0.1,0.216
100,260,2.807,70,300,8,0.2,0.306
100,260,2.807,70,70,1.3,0.1,0.084
100,260,2.807,70,70,1.3,0.2,0.375
100,260,2.807,70,70,1.79,0.1,0.12
100,260,2.807,70,70,1.79,0.2,0.487
100,260,2.807,70,70,6.62,0.1,0.036
100,260,2.807,70,70,6.62,0.2,0.251
100,260,2.807,70,70,8,0.1,0.258
100,180,2.807,180,250,8,0.1,-0.024
100,260,2.807,70,70,8,0.2,0.288
100,260,2.807,90,103,1.3,0.1,0.157
100,260,2.807,90,103,1.3,0.2,0.458
100,260,2.807,90,103,1.79,0.1,0.19
100,260,2.807,90,103,1.79,0.2,0.341
100,260,2.807,90,103,6.62,0.1,0.262
100,260,2.807,90,103,6.62,0.2,0.495
100,260,2.807,90,103,8,0.1,0.334
100,260,2.807,90,103,8,0.2,0.437
100,260,2.807,90,250,1.3,0.1,0.268
100,180,2.807,180,250,8,0.2,-0.095
100,260,2.807,90,250,1.3,0.2,0.618
100,260,2.807,90,250,1.79,0.1,0.253
100,260,2.807,90,250,1.79,0.2,0.394
100,260,2.807,90,250,6.62,0.1,0.385
100,260,2.807,90,250,6.62,0.2,0.422
100,260,2.807,90,250,8,0.1,0.339
100,260,2.807,90,250,8,0.2,0.383
100,260,2.807,90,300,1.3,0.1,0.211
100,260,2.807,90,300,1.3,0.2,0.354
100,260,2.807,90,300,1.79,0.1,0.171
100,180,2.807,180,300,1.3,0.1,0.112
100,180,2.807,150,103,1.79,0.2,0.372
100,260,2.807,90,300,1.79,0.2,0.349
100,260,2.807,90,300,6.62,0.1,0.221
100,260,2.807,90,300,6.62,0.2,0.429
100,260,2.807,90,300,8,0.1,0.281
100,260,2.807,90,300,8,0.2,0.458
100,260,2.807,90,70,1.3,0.1,0.28
100,260,2.807,90,70,1.3,0.2,0.405
100,260,2.807,90,70,1.79,0.1,0.369
100,260,2.807,90,70,1.79,0.2,0.401
100,260,2.807,90,70,6.62,0.1,0.176
100,180,2.807,180,300,1.3,0.2,0.272
100,260,2.807,90,70,6.62,0.2,0.418
100,260,2.807,90,70,8,0.1,0.252
100,260,2.807,90,70,8,0.2,0.392
100,260,3.88,150,103,1.3,0.1,0.28
100,260,3.88,150,103,1.3,0.2,0.324
100,260,3.88,150,103,1.79,0.1,0.289
100,260,3.88,150,103,1.79,0.2,0.411
100,260,3.88,150,103,6.62,0.1,0.291
100,260,3.88,150,103,6.62,0.2,0.473
100,260,3.88,150,103,8,0.1,0.327
100,180,2.807,180,300,1.79,0.1,0.052
100,260,3.88,150,103,8,0.2,0.334
100,260,3.88,150,250,1.3,0.1,0.353
100,260,3.88,150,250,1.3,0.2,0.493
100,260,3.88,150,250,1.79,0.1,0.239
100,260,3.88,150,250,1.79,0.2,0.435
100,260,3.88,150,250,6.62,0.1,0.367
100,260,3.88,150,250,6.62,0.2,0.455
100,260,3.88,150,250,8,0.1,0.304
100,260,3.88,150,250,8,0.2,0.487
100,260,3.88,150,300,1.3,0.1,0.266
100,180,2.807,180,300,1.79,0.2,0.298
100,260,3.88,150,300,1.3,0.2,0.434
100,260,3.88,150,300,1.79,0.1,0.216
100,260,3.88,150,300,1.79,0.2,0.342
100,260,3.88,150,300,6.62,0.1,0.278
100,260,3.88,150,300,6.62,0.2,0.365
100,260,3.88,150,300,8,0.1,0.314
100,260,3.88,150,300,8,0.2,0.296
100,260,3.88,150,70,1.3,0.1,0.294
100,260,3.88,150,70,1.3,0.2,0.44
100,260,3.88,150,70,1.79,0.1,0.235
100,180,2.807,180,300,6.62,0.1,0.048
100,260,3.88,150,70,1.79,0.2,0.395
100,260,3.88,150,70,6.62,0.1,0.274
100,260,3.88,150,70,6.62,0.2,0.394
100,260,3.88,150,70,8,0.1,0.064
100,260,3.88,150,70,8,0.2,0.477
100,260,3.88,180,103,1.3,0.1,-0.072
100,260,3.88,180,103,1.3,0.2,0.191
100,260,3.88,180,103,1.79,0.1,-0.103
100,260,3.88,180,103,1.79,0.2,0.083
100,260,3.88,180,103,6.62,0.1,-0.086
100,180,2.807,180,300,6.62,0.2,0.248
100,260,3.88,180,103,6.62,0.2,0.238
100,260,3.88,180,103,8,0.1,-0.019
100,260,3.88,180,103,8,0.2,0.045
100,260,3.88,180,250,1.3,0.1,-0.072
100,260,3.88,180,250,1.3,0.2,0.01
100,260,3.88,180,250,1.79,0.1,-0.084
100,260,3.88,180,250,1.79,0.2,0.029
100,260,3.88,180,250,6.62,0.1,-0.021
100,260,3.88,180,250,6.62,0.2,-0.044
100,260,3.88,180,250,8,0.1,-0.008
100,180,2.807,180,300,8,0.1,0.142
100,260,3.88,180,250,8,0.2,0.134
100,260,3.88,180,300,1.3,0.1,-0.065
100,260,3.88,180,300,1.3,0.2,0.187
100,260,3.88,180,300,1.79,0.1,0.108
100,260,3.88,180,300,1.79,0.2,0.403
100,260,3.88,180,300,6.62,0.1,-0.005
100,260,3.88,180,300,6.62,0.2,0.191
100,260,3.88,180,300,8,0.1,0.156
100,260,3.88,180,300,8,0.2,0.232
100,260,3.88,180,70,1.3,0.1,0.212
100,180,2.807,180,300,8,0.2,0.271
100,260,3.88,180,70,1.3,0.2,0.339
100,260,3.88,180,70,1.79,0.1,0.055
100,260,3.88,180,70,1.79,0.2,0.207
100,260,3.88,180,70,6.62,0.1,-0.045
100,260,3.88,180,70,6.62,0.2,0.239
100,260,3.88,180,70,8,0.1,0.09
100,260,3.88,180,70,8,0.2,0.25
100,260,3.88,70,103,1.3,0.1,-0.047
100,260,3.88,70,103,1.3,0.2,0.565
100,260,3.88,70,103,1.79,0.1,0.015
100,180,2.807,180,70,1.3,0.1,0.185
100,260,3.88,70,103,1.79,0.2,0.416
100,260,3.88,70,103,6.62,0.1,0.075
100,260,3.88,70,103,6.62,0.2,0.534
100,260,3.88,70,103,8,0.1,0.154
100,260,3.88,70,103,8,0.2,0.311
100,260,3.88,70,250,1.3,0.1,-0.015
100,260,3.88,70,250,1.3,0.2,0.321
100,260,3.88,70,250,1.79,0.1,-0.054
100,260,3.88,70,250,1.79,0.2,0.237
100,260,3.88,70,250,6.62,0.1,0.002
100,180,2.807,180,70,1.3,0.2,0.232
100,260,3.88,70,250,6.62,0.2,0.433
100,260,3.88,70,250,8,0.1,0.183
100,260,3.88,70,250,8,0.2,0.419
100,260,3.88,70,300,1.3,0.1,0.16
100,260,3.88,70,300,1.3,0.2,0.345
100,260,3.88,70,300,1.79,0.1,0.061
100,260,3.88,70,300,1.79,0.2,0.339
100,260,3.88,70,300,6.62,0.1,0.095
100,260,3.88,70,300,6.62,0.2,0.267
100,260,3.88,70,300,8,0.1,0.157
100,180,2.807,180,70,1.79,0.1,0.106
100,180,2.807,150,103,6.62,0.1,0.272
100,260,3.88,70,300,8,0.2,0.275
100,260,3.88,70,70,1.3,0.1,0.163
100,260,3.88,70,70,1.3,0.2,0.138
100,260,3.88,70,70,1.79,0.1,0.127
100,260,3.88,70,70,1.79,0.2,0.375
100,260,3.88,70,70,6.62,0.1,0.059
100,260,3.88,70,70,6.62,0.2,0.315
100,260,3.88,70,70,8,0.1,0.178
100,260,3.88,70,70,8,0.2,0.302
100,260,3.88,90,103,1.3,0.1,0.232
100,180,2.807,180,70,1.79,0.2,0.275
100,260,3.88,90,103,1.3,0.2,0.471
100,260,3.88,90,103,1.79,0.1,0.404
100,260,3.88,90,103,1.79,0.2,0.464
100,260,3.88,90,103,6.62,0.1,0.29
100,260,3.88,90,103,6.62,0.2,0.434
100,260,3.88,90,103,8,0.1,0.342
100,260,3.88,90,103,8,0.2,0.43
100,260,3.88,90,250,1.3,0.1,0.345
100,260,3.88,90,250,1.3,0.2,0.316
100,260,3.88,90,250,1.79,0.1,0.46
100,180,2.807,180,70,6.62,0.1,0.115
100,260,3.88,90,250,1.79,0.2,0.282
100,260,3.88,90,250,6.62,0.1,0.386
100,260,3.88,90,250,6.62,0.2,0.448
100,260,3.88,90,250,8,0.1,0.282
100,260,3.88,90,250,8,0.2,0.487
100,260,3.88,90,300,1.3,0.1,0.244
100,260,3.88,90,300,1.3,0.2,0.402
100,260,3.88,90,300,1.79,0.1,0.212
100,260,3.88,90,300,1.79,0.2,0.376
100,260,3.88,90,300,6.62,0.1,0.275
100,180,2.807,180,70,6.62,0.2,0.23
100,260,3.88,90,300,6.62,0.2,0.415
100,260,3.88,90,300,8,0.1,0.319
100,260,3.88,90,300,8,0.2,0.388
100,260,3.88,90,70,1.3,0.1,0.243
100,260,3.88,90,70,1.3,0.2,0.428
100,260,3.88,90,70,1.79,0.1,0.243
100,260,3.88,90,70,1.79,0.2,0.287
100,260,3.88,90,70,6.62,0.1,0.272
100,260,3.88,90,70,6.62,0.2,0.483
100,260,3.88,90,70,8,0.1,0.29
100,180,2.807,180,70,8,0.1,0.007
100,260,3.88,90,70,8,0.2,0.396
100,260,4.812,150,103,1.3,0.1,0.227
100,260,4.812,150,103,1.3,0.2,0.513
100,260,4.812,150,103,1.79,0.1,0.295
100,260,4.812,150,103,1.79,0.2,0.505
100,260,4.812,150,103,6.62,0.1,0.368
100,260,4.812,150,103,6.62,0.2,0.477
100,260,4.812,150,103,8,0.1,0.213
100,260,4.812,150,103,8,0.2,0.451
100,260,4.812,150,250,1.3,0.1,0.247
100,180,2.807,180,70,8,0.2,0.338
100,260,4.812,150,250,1.3,0.2,0.612
100,260,4.812,150,250,1.79,0.1,0.328
100,260,4.812,150,250,1.79,0.2,0.41
100,260,4.812,150,250,6.62,0.1,0.447
100,260,4.812,150,250,6.62,0.2,0.457
100,260,4.812,150,250,8,0.1,0.192
100,260,4.812,150,250,8,0.2,0.507
100,260,4.812,150,300,1.3,0.1,0.248
100,260,4.812,150,300,1.3,0.2,0.404
100,260,4.812,150,300,1.79,0.1,0.292
100,180,2.807,70,103,1.3,0.1,0.153
100,260,4.812,150,300,1.79,0.2,0.541
100,260,4.812,150,300,6.62,0.1,0.256
100,260,4.812,150,300,6.62,0.2,0.498
100,260,4.812,150,300,8,0.1,0.249
100,260,4.812,150,300,8,0.2,0.427
100,260,4.812,150,70,1.3,0.1,0.25
100,260,4.812,150,70,1.3,0.2,0.475
100,260,4.812,150,70,1.79,0.1,0.183
